name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state
Samir Spaulding,Florida Atlantic University,,Academic Year Jr.,,,Richard Bland College,Fort Myers,Fla.
Nick Kinina,Florida Atlantic University,,Academic Year Jr.,,,Arizona Western,Birmingham,England
Oliver Moller-Jensen,Florida Atlantic University,,Academic Year So.,,,Brondby Gymnasium,Vallensbaek,Denmark
Mark Andros,Florida Atlantic University,,Academic Year Jr.,,,Utah Valley,Monclova,Mexico
Andreas Raisanen,Florida Atlantic University,,Academic Year Jr.,,,Tibble Gymnasium,Stockholm,Sweden
Thiago Pires,Florida Atlantic University,,Academic Year Jr.,,,Eastern Florida State,Boston,Mass.
Noah Kvifte,Florida Atlantic University,,Academic Year Sr.,,,Asker videregaaende,Berkeley,Calif.
Jeremy Montero,Florida Atlantic University,,Academic Year Sr.,,,USC - Upstate,Benicarlo,Spain
Nacho Alfaro,Florida Atlantic University,,Academic Year Sr.,,,Iona University,Heredia,Costa Rica
Arthur Widiez,Florida Atlantic University,,Academic Year Gr.,,,Lycée Albert 1er,Monaco,
Matthew Gordon,Florida Atlantic University,,Academic Year So.,,,UCF,Pembroke Pines,Fla.
Ajay Stewart,Florida Atlantic University,,Academic Year Jr.,,,Kansas City CC,Montego Bay,Jamaica
Matthew Alfred,Florida Atlantic University,,Academic Year Jr.,,,Iowa Western,Orlando,Fla.
Aboubacar Traore,Florida Atlantic University,,Academic Year Jr.,,,Charlotte,Abidjan,Ivory Coast
Kasper Heerfordt,Florida Atlantic University,,Academic Year Fr.,,,Holbaek,Kalundborg,Denmark
Enzo Rabot,Florida Atlantic University,,Academic Year Jr.,,,Lewis and Clark CC,Montpellier,France
Zach Hassell,Florida Atlantic University,,Academic Year Sr.,,,Flagler Palm Coast,Flagler Beach,Fla.
Joep Wouters,Florida Atlantic University,,Academic Year Sr.,,,Hermann Wesselal College,Amsterdam,the Netherlands
Sebastian Zettl,Florida Atlantic University,,Academic Year Jr.,,,BG Oeversee,Graz,Austria
Noel Williamson,Florida Atlantic University,,Academic Year Jr.,,,Garden City CC,Brampton,Ontario
Tyrese Small,Florida Atlantic University,,Academic Year Sr.,,,Wilmington University,Kingston,Jamaica
Zac Clary,Florida Atlantic University,,Academic Year Jr.,,,LSU - Eunice,Pensacola,Fla.
Jozo Cancar,Florida Atlantic University,,Academic Year Sr.,,,Feusi Sportschule Bern,Visp,Switzerland
Kerfalla Toure,Florida Atlantic University,,Academic Year Jr.,,,Elmira College,Dorval,Quebec
Ethan Schumaker,Florida Atlantic University,,Academic Year So.,,,USF,Parkland,Fla.
Mamadou Diarra,Florida Atlantic University,,Academic Year Sr.,,,Southwestern College,Bamako,Mali
Nicolas Leite,Florida Gulf Coast University,Gr,GK,,,,,
Mario Bastante,Florida Gulf Coast University,Gr,M,,,,,
Victor Lopes,Florida Gulf Coast University,Sr,Defender,6'2,,Colegio Educare,Atibaia-SP, Brazil
Dylan Zavatini,Florida Gulf Coast University,Gr,D,,,,,
Pedro Arcoverde,Florida Gulf Coast University,Gr,D,,,,,
Linus Dahl,Florida Gulf Coast University,Gr,M,,,Taunusgymnasium Königstein,Königstein im Taunus, Germany
Cao Chaves,Florida Gulf Coast University,Gr,F,,,Saint Benedict’s Prep High School,Ribeirao Preto, Brazil
Jose Bustamante,Florida Gulf Coast University,Sr,F,,,,,
Edson Murguia,Florida Gulf Coast University,Gr,F,,,Connections Academy,Kansas City, Missouri
Leo Schorr,Florida Gulf Coast University,Jr,Midfielder,5'8,,Alfa Toledo,Toledo, Brazil
Ignatius Demark,Florida Gulf Coast University,Gr,D,,,,,
Lucas Sperner,Florida Gulf Coast University,So,Midfielder,5'9,,CJD-Christopherusschule Rostock,Rostock, Germany
Andres Cardenas,Florida Gulf Coast University,Gr,F,,,,,
Shachar Nissim,Florida Gulf Coast University,Sr,M,5'7,,,Kiryat Ata, Israel
Brian Lopez,Florida Gulf Coast University,Jr,M,,,Mater Lakes Academy,Miami, Fla.
Jose Escobar,Florida Gulf Coast University,So,Defender,5'11,,Doral Academy Prep,Doral, Fla.
Salvador Martinez,Florida Gulf Coast University,Gr,M,,,,Tampico, Mexico
Ryan Heron,Florida Gulf Coast University,So,Defender,6'0,,East River High School,Orlando, Fla.
Arber Shala,Florida Gulf Coast University,Sr,Defender,5'11,,Countryside High School,Safety Harbor, Fla.
Barrett Saunders,Florida Gulf Coast University,Jr,Defender,6'3,,Bartow High School,Bartow, Fla.
Job Choute,Florida Gulf Coast University,Jr,Forward,5'10,,Immokalee High School,Immokalee, Fla.
Brooks Beeman,Florida Gulf Coast University,So,M,5'11,,New Smyrna Beach High School,New Smyrna Beach, Fla.
Eduard Garcia,Florida Gulf Coast University,Sr,Goalkeeper,6'2,,Escola Ginebró de Llinars del Vallès,Fogars de Montclús, Barcelona
Oliver Weng,Florida Gulf Coast University,So,Goalkeeper,6'1,,University of Missouri Online High School,Washington, D.C.
Stanley Bazelais,Florida Gulf Coast University,Sr,M,5'9,,Immokalee High School,Immokalee, Fla.
Beltran Fernandez,Florida International University,Sr,GK,6'4,190,,Zaragoza, Spain
Owen Travis,Florida International University,Gr,D,6'3,197,Locust Grove,Locust Grove, Ga.
Mathys Lefebvre,Florida International University,Gr,M,6'0,165,Amos Sport Business School,Paris, France
David Boccuzzo,Florida International University,Sr,M,5'10,155,Hampden DuBose Academy,Orlando, Fla.
Eduardo Mustre,Florida International University,Sr,F,5'10,175,,Córdoba, Mexico
Enrique Mutsoli,Florida International University,Sr,F,6'2,185,Lyndhurst,Lyndhurst, N.J.
Nicolas Villalobos,Florida International University,Sr,M,5'9,144,Alonzo and Tracy Mourning HS,Aventura, Fla.
João Domíngues,Florida International University,Sr,M,5'7,130,,Coimbra, Portugal
Diego Sanchez,Florida International University,So,D,5'9,152,IMG Academy,Weston, Fla.
Nigel Van Haveren,Florida International University,Sr,GK,6'6,220,,Nijmegen, Netherlands
Ryan Foley,Fordham University,Gr,Goalkeeper,6'4,185,Valley Stream North (St. John's),Malverne, N.Y.
Carter Abbott,Fordham University,Gr,Goalkeeper,5'11,165,Marquette University High School (Wisconsin),Wauwatosa, Wis.
Joseph Giannola,Fordham University,Jr,Defender,6'2,190,Chaminade,Glen Head, N.Y.
Benji Jones,Fordham University,Gr,Defender,5'10,165,Millfield School (Adelphi),Bristol, England
Thomas Gray,Fordham University,Gr,Defender,6'4,185,Kinross (Loyola Maryland),Kinross, Scotland
Cosimo Tristani,Fordham University,Fr,Defender,6'2,180,Bergen Catholic,Closter, N.J.
Louis Lehr,Fordham University,Gr,Midfielder,6'0,170,Ottheinrich Gymnasium (George Mason),Heidelberg, Germany
Murat Calkap,Fordham University,Sr,Forward,5'11,155,Met Oval Academy (Wisconsin),Demarest, N.J.
Ede Gramberg,Fordham University,Jr,Forward,6'2,170,Havemann Gymnasium (Omaha),Berlin, Germany
Emile Kisse,Fordham University,Fr,Forward,6'0,160,Saint-Frere-Andre,Etobicoke, Ontario
Daniel D'Ippolito,Fordham University,Jr,Midfielder,5'11,170,Somers,Baldwin Place, N.Y.
Lukas Hackaa,Fordham University,Gr,Midfielder,5'9,160,Atleticagymnasiet (IUPUI),Stockholm, Sweden
Jed Dixon,Fordham University,Sr,Defender,6'2,195,River Hill,Ellicott City, Md.
Aidan Pericic,Fordham University,Jr,Midfielder,5'9,145,Holy Cross,Bayside, N.Y.
Jack Sias,Fordham University,Jr,Defender,6'1,170,Greenwich (Campbell),Greenwich, Conn.
Ryan Mattison,Fordham University,Fr,Forward,5'7,150,Monroe-Woodbury,Monroe, N.Y.
Constantine Tikhanovski,Fordham University,Fr,Midfielder,5'9,150,Brooklyn Tech,Brooklyn, N.Y.
Daniel Lang,Fordham University,Fr,Defender,6'1,175,Landrat Lucas Gymnasium,Pulheim, Germany
Luca Bernoth,Fordham University,Gr,Midfielder,6'1,165,Berger Feld (Florida Southern),Gelsenkirchen, Germany
Bennett Leitner,Fordham University,Jr,Forward,5'10,170,Somers,Lincolndale, N.Y.
Paolo Primavera,Fordham University,Sr,Forward,5'9,170,Chaminade (Columbia),New York, N.Y.
Andre Insalaco,Fordham University,Jr,Forward,6'1,185,Westhampton Beach,Quogue, N.Y.
Maclin Stover,Fordham University,So,Midfielder,5'10,165,South Kent,Bloomfield Hills, Mich.
Nick Mavica,Fordham University,So,Forward,5'10,155,Colts Neck,Colts Neck, N.J.
Luke Pompliano,Fordham University,Gr,Forward,6'1,185,Princeton High School (Villanova),Princeton, N.J.
Owen Hardy,Fordham University,Sr,Defender,6'5,200,Lincoln,Portland, Ore.
Luca Giannola,Fordham University,Fr,Defender,5'7,155,Chaminade,Glen Head, N.Y.
Fabio Sebastian Sanchez,Fordham University,Fr,Midfielder,5'11,175,Chaminade,New Hyde Park, N.Y.
Niko Cappellini,Fordham University,So,Defender,6'1,175,Colts Neck,Colts Neck, N.J.
Kamran Mojabi,Fordham University,So,Defender,5'11,165,Sacred Heart Cathedral Prep,San Francisco, Calif.
Noe Messer,Fordham University,Jr,Midfielder,6'0,175,Bethesda-Chevy Chase,Bethesda, Md.
Leo Perelman,Fordham University,So,Goalkeeper,6'2,170,Tottenville,Staten Island, N.Y.
Alex Dolce,Fordham University,Gr,Goalkeeper,6'2,190,Unionville,Chadds Ford, Pa.
Neythan Yaucan,Fordham University,Fr,,,,,,
Michael Williams,Formerly Dixie State University,Fr,Goalkeeper,6'0,,Silverthorn Collegiate Institute,Toronto, Ontario
Zach Kauffman,Formerly Dixie State University,Fr,Goalkeeper,6'1,,Skyridge HS,Lehi, Utah
Miguel Regino,Formerly Dixie State University,So,Defender,5'11,,Cibola HS,Albuquerque, N.M.
Anthony Godinez,Formerly Dixie State University,Jr,Defender,5'10,,Liberty HS,Hillsboro, Ore.
Cole Bradley,Formerly Dixie State University,R-Sr,Defender,6'2,,San Marcos HS,San Marcos, Calif.
Gavin  Coe,Formerly Dixie State University,Sr,Defender,5'11,,West Lake HS,Saratoga Springs, Utah
Tyson Nguyen,Formerly Dixie State University,Jr,Midfielder,5'7,,Clackamas HS,Clackamas, Ore.
Samir Cuevas,Formerly Dixie State University,So,Forward,5'6,,,Valera, Venezuela
Jerod Allen,Formerly Dixie State University,Jr,Midfielder,6'0,,ASU Prep,Sierra Vista, Ariz.
Bryce Backlund,Formerly Dixie State University,R-Jr,Forward,5'11,,Highland HS,Gilbert, Ariz.
Damian Arguello,Formerly Dixie State University,Sr,Midfielder,5'8,,Caldwell HS,Caldwell, Idaho
Austin Wallace,Formerly Dixie State University,So,Forward,5'8,,Skyridge HS,Lehi, Utah
Stockton  Short,Formerly Dixie State University,Jr,Goalkeeper,6'3,,Weber HS,Pleasant View, Utah
Jason Buezo,Formerly Dixie State University,So,Forward,5'7,,Hazen HS,Renton, Wash.
Manu Monserrat,Formerly Dixie State University,So,Midfielder,5'6,,Houston HS,Memphis, Tenn.
Daichi Saito,Formerly Dixie State University,Jr,Forward / Midfielder,5'8,,Tokai Sagami HS,Sagamihara City, Japan
Brandon Khedoo,Formerly Dixie State University,Fr,Midfielder,5'10,,St. Martin's Catholic Secondary School,Brampton, Ontario
Elijah Dinkel,Formerly Dixie State University,Fr,Forward,5'11,,Kamehameha Schools,Hilo, Hawai'i
Sawyer Heaton,Formerly Dixie State University,So,Forward,6'0,,Desert Hills HS,St. George, Utah
Ethan Bell,Formerly Dixie State University,R-Jr,Forward,6'3,,Alta HS,Draper, Utah
Angel Saldana,Formerly Dixie State University,Sr,Midfielder / Defender,5'10,,Verrado HS,Phoenix, Ariz.
Tanner Dutra,Formerly Dixie State University,R-Fr,Defender / Midfielder,6'4,,Issaquah HS,Issaquah, Wash.
Oliver Stone,Formerly Dixie State University,Jr,Midfielder,5'10,,Lincoln HS,Portland, Ore.
Harrison  Shaw,Formerly Dixie State University,R-So,Defender,6'1,,Oviedo HS,Orlando, Fla.
Cameron MacDonald,Formerly Dixie State University,R-Fr,Defender,5'11,,Cleveland HS,Portland, Ore.
Angel Robles,Formerly Dixie State University,Fr,Defender,6'2,,Cimarron-Memorial HS,Las Vegas, Nev.
Ryan Anderson,Formerly Dixie State University,Fr,Defender,6'2,,Walnut Grove HS,Prosper, Texas
Erwin Martinez,Formerly Dixie State University,Sr,Defender,5'11,,Real Salt Lake Academy HS,Gilbert, Ariz.
Denilson Velasquez,Formerly Dixie State University,So,Midfielder,5'8,,Cibola HS,Albuquerque, N.M.
Stetson Buttrill,Formerly Dixie State University,Fr,Forward,6'2,,Lone Star HS,Prosper, Texas
Luke Wight,Formerly Dixie State University,Fr,Midfielder,5'11,,Weber HS,Pleasant View, Utah
Max Miller,Furman University,Fr,GK,6'0,152,Mariemont H.S.,Cincinnati, Ohio
Aaron Salinas,Furman University,So,GK,6'1,168,Lone Star H.S.,Grand Prairie, Texas
Reece Fragle,Furman University,Sr,D,5'10,175,Lone Star H.S.,McKinney, Texas
Trip Campbell,Furman University,Fr,MF,5'10,142,St. Xavier H.S.,Louisville, Ky.
Connor Dunnigan,Furman University,So,D/MF,6'1,177,St. Andrew's Episcopal School,Jackson, Miss.
Slade Starnes,Furman University,Jr,D,6'3,185,Lone Star H.S.,Dallas, Texas
Ivan Agyaakwah,Furman University,Sr,MF,6'1,190,The Ravensbourne School,London, England
Ben Boxall,Furman University,So,MF,5'6,155,Epsom H.S.,Cobham, England
Lloyd Wamu Snell,Furman University,Jr,MF/F,5'10,175,Queen Mary's College,Basingstoke, England
Diego Hernandez,Furman University,So,MF,5'9,148,Lone Star H.S.,Mesquite, Texas
Caleb Johnson,Furman University,So,MF,5'10,160,Hillgrove H.S.,Atlanta, Ga.
Wesley Goodwin,Furman University,Fr,MF,5'11,175,George Washington H.S.,Charleston, W.Va.
Miguel Sosa,Furman University,Fr,MF,5'9,160,Immaculate-La Salle H.S.,Miami, Fla.
Jack Travis,Furman University,So,D,5'10,160,Trinity H.S.,Louisville, Ky.
Wilfer Bustamante,Furman University,Fr,F,5'8,155,J.L. Mann H.S.,Greenville, S.C.
Landon Hill,Furman University,So,MF,5'8,155,Olentangy Berlin H.S.,Lewis Center, Ohio
Ryan Reid,Furman University,Fr,F,5'7,140,Rockhurst H.S.,Overland Park, Kan.
Jackson Price,Furman University,Jr,F,6'0,165,A.C. Flora H.S.,Columbia, S.C.
Christian  Kraus,Furman University,Sr,F,6'2,205,Rockwood Summit H.S.,Fenton, Mo.
Wesley Siegel,Furman University,Fr,MF,6'0,160,Montverde Academy,Winter Garden, Fla.
Luke Hutzell,Furman University,Fr,MF,5'10,150,Archer H.S.,Dacula, Ga.
Ryan Wagner,Furman University,Fr,D,6'4,170,Blue Valley North H.S.,Leawood, Kan.
Beck Dean,Furman University,So,MF,6'3,190,Oceanside Collegiate Academy,Charleston, S.C.
Malachi Grant,Furman University,Fr,MF,5'6,140,ASU Prep Academy,Atlanta, Ga.
Ivan Horvat,Furman University,Fr,GK,6'3,183,Darlington School,Bratislava, Slovakia
Andrew Laplaca,Furman University,Fr,GK,6'1,170,Johnson H.S.,San Antonio, Texas
Gabe Cox,Furman University,Fr,MF/D,5'10,150,Liberty Online Academy,Richmond, Va.
Ethan Zaldivar,Gardner-Webb University,Jr,Goalkeeper,,,Miami Beach Senior HS,Miami, Fla.
Breno Correia,Gardner-Webb University,Jr,Defender,,,Colegio Vasco de Gama,Santo Andre, Brazil
Max Fisher,Gardner-Webb University,Jr,Defender,,,,Widnes, Cheshire
Ramon Bonzatto,Gardner-Webb University,Gr,Defender,,,,Morretes, Brazil
Leo Andrade,Gardner-Webb University,Sr,Defender,,,Colegio Comendador,Sao Paulo, Brazil
Luke Halkett,Gardner-Webb University,Sr,MF,,,,Spartanburg, S.C.
Tiago Campos,Gardner-Webb University,Jr,Midfielder,,,Oporto British School,Sao Paulo, Brazil
Giampaolo Nardi,Gardner-Webb University,Sr,Midfielder,,,Instituto Cumbres de Caracas,Caracas, Venezuela
Lucas Mauro,Gardner-Webb University,Gr,Forward,,,,Sao Paolo, Brazil
Jalen Moore,Gardner-Webb University,So,Defender,,,Middle College at UNCG,High Point, N.C.
Ben Schultheis,Gardner-Webb University,So,Goalkeeper,,,Starr's Mill HS,Peachtree City, Ga.
Nate Porterfield,Gardner-Webb University,So,Midfielder,,,J.L. Mann HS,Beaufort, S.C.
Chris Gundersen,Gardner-Webb University,So,Defender,,,Telemark Toppidretts Gymnas,Skien, Norway
Gael Zackrisson,Gardner-Webb University,Jr,Midfielder,,,,Stockholm, Sweden
Mikio Yamane,Gardner-Webb University,So,Defender,,,Hiroshima Prefectural Yoshida Sr.,Hiroshima, Japan
Jaylen Orr,Gardner-Webb University,Sr,Forward,,,Gaston Christian School,Gastonia, N.C.
Filipe Moreira,Gardner-Webb University,Jr,Midfielder,,,,Rio De Janeiro, Brazil
Alan Horrocks,Gardner-Webb University,Sr,Goalkeeper,,,,Merlo, San Luis
JP Martin,George Washington University,Jr,GK,6'2,180,St. Anne's Belfield,Charlottesville,VA
Tom Macauley,George Washington University,Jr,GK,6'2,187,Filey Secondary School,Filey,England
Mark Nakamura,George Washington University,Jr,D,5'10,170,St. John's,Derwood,MD
Colin Prendergast,George Washington University,Jr,D,6'0,165,Gonzaga,Falls Church,VA
Jake Hobbs,George Washington University,So,D,6'4,200,Mount Carmel High School,San Diego,CA
Liam Coffey,George Washington University,Gr,M,6'0,175,Harrison,Harrison,NY
Alex Nicholson,George Washington University,Sr,F,5'8,170,Park View Academy of Sport,Newcastle,England
Jaden Dubon,George Washington University,Jr,F,6'1,175,Hood River Valley HS,Hood River,OR
Louis Crofts,George Washington University,So,F,5'11,160,Shrewsbury School,Shrewsbury,England
Finn Roberts,George Washington University,So,M,6'1,170,Cardiff & Vale College,Cardiff,Wales
Louis Saville,George Washington University,Jr,F,5'8,154,Royal Russell,London,England
Jake Poole,George Washington University,So,D,6'1,180,San Clemente High School,San Clemente,CA
Tommaso Lami,George Washington University,Gr,F,5'10,155,Alessandro Manzoni,Bologna,Italy
Ben McGovern,George Washington University,Fr,M,6'0,180,Worcester Preparatory School,Salisburg,MD
John Matlock,George Washington University,Jr,D,6'0,155,Washington-Liberty,Arlington,VA
Yago Torres,George Washington University,Jr,F,5'9,152,SEK el Castillo International School,Madrid,Spain
Joe Liebe,George Washington University,Jr,D,6'2,190,Colonial Forge,Stafford,VA
Joel Russ,George Washington University,Fr,F,6'3,175,Covenant Day School,Charlotte,NC
Omar Alsabagh,George Washington University,Fr,M,5'10,163,British International School of Abu Dhabi,Abu Dhabi,UAE
Nico Medina,George Washington University,Jr,M,5'7,140,El Dorado,Placentia,CA
Babacar Fall,George Washington University,Gr,F,5'10,155,International Community School of Abidjan,Dakar,Senegal
Dan Dobrin,George Washington University,Jr,D,5'7,160,Sherwood,Olney,MD
Connor Russ,George Washington University,Fr,D,6'3,180,Covenant Day School,Charlotte,North Carolina
Rashid Seidu-Aroza,George Washington University,Gr,F,6'2,188,Rangeview,Acra,Ghana
Sebastian Vainstein,George Washington University,Gr,M,5'8,160,Miguel de Cervantes Saavedra,Entre Ríos,Argentina
Jonah Shao,George Washington University,Fr,M,6'2,165,University of Nebraska High School,Thonon,France
Pat Altamirano,George Washington University,Jr,F,5'9,145,Frisco Heritage,Frisco,TX
Diego Pena,George Washington University,Fr,GK,6'0,170,The Hun School of Princeton,Santo Domingo,Dominican Republic
Luca Ulrich,Georgetown University,Sr,GK,6'2,178,Bethesda-Chevy Chase,Chevy Chase, Md.
Tenzing Manske,Georgetown University,Jr,GK,6'1,195,Shattuck St. Mary's School,Santa Fe, N.M.
Maximus Jennings,Georgetown University,Sr,D,6'0,170,The Hotchkiss School,Montclair, N.J.
Eric Howard,Georgetown University,So,M,5'10,150,Eastside Catholic,Redmond, Wash.
Oliver Stafford,Georgetown University,So,D,5'9,155,Fordham Prep,Katonah, N.Y.
Miles Avery,Georgetown University,Jr,D,6'0,175,Woodrow Wilson,Washington, D.C.
Diego Letayf,Georgetown University,Jr,M,5'10,182,Carroll,Southlake, Texas
Max Viera,Georgetown University,Jr,M,5'9,158,St. Laurence,Burbank, Ill.
Joe Buck,Georgetown University,Sr,M,6'0,165,Arlington,Arlington, Mass.
Marlon Tabora,Georgetown University,Gr,F,5'10,160,Winston Churchill,Rockville, Md.
Mateo Ponce Ocampo,Georgetown University,So,M,5'9,140,Harrison,Harrison, N.Y.
David Urrutia,Georgetown University,Fr,M,5'11,135,New Rochelle,New Rochelle, N.Y.
Blaine Mabie,Georgetown University,Sr,M,6'1,175,New Trier,Winnetka, Ill.
Aidan Godinho,Georgetown University,Fr,M,5'10,165,Lake Mary,Longwood, Fla.
Cole Parete,Georgetown University,Sr,M,5'11,160,Brunswick,Brunswick, Ohio
Ronan Dillow,Georgetown University,Sr,F,6'0,180,Kingswood Oxford School,West Hartford, Conn.
Jack Brown,Georgetown University,Fr,M,5'9,137,Manheim Township,Lititz, Pa.
Julian Barrios Cristales,Georgetown University,Jr,M,5'7,155,University at Austin Texas High School,Chesapeake, Va.
Mitchell Baker,Georgetown University,Fr,F,6'4,190,Northwood School,Melbourne, Australia
Zach Zengue,Georgetown University,Jr,M,5'9,160,Shattuck St. Mary's,North Oaks, Minn.
Matthew Helfrich,Georgetown University,So,M,5'9,160,McLean,McLean, Va.
Zayan Ahmed,Georgetown University,Fr,M,5'7,147,Allen,Allen, Texas.
Jack Heaps,Georgetown University,So,M,5'10,145,Mountain Brook,Birmingham, Ala.
Matiwos Rumley ,Georgetown University,Jr,D,5'11,160,East Catholic,Hebron, Conn.
Charlie DeMarco,Georgetown University,Fr,GK,6'4,180,Fordham Prep,New York, N.Y.
Tate Lampman,Georgetown University,Fr,D,6'2,180,Pioneer,Ann Arbor, Mich.
Jordi Sada-Paz,Georgetown University,Fr,F,6'1,174,The Harrodian School,London, England
Matthew Van Horn,Georgetown University,So,M,6'0,168,Shattuck Saint Mary’s,North Pole, Alaska
Nate Martinez,Georgia Southern University,Jr,Goalkeeper,6'3,185,The Howard School,Decatur, Ga.
Ole Songe,Georgia Southern University,Jr,Defender,6'4,195,Lambertseter VGS,Olso, Norway
Keeyen Deane,Georgia Southern University,Jr,Defender,6'1,170,Somerset Academy Arts Conservatory,Miramar, Fla.
AJ Pama,Georgia Southern University,So,Defender,6'1,195,Marietta HS,Woodstock, Ga.
Lior Holtz,Georgia Southern University,Fr,Defender,,,,Rishpon, Israel
Toby Nevile,Georgia Southern University,So,Defender,6'1,187,Robert May's School,Basingstoke, England
